Speed_km_h,Relative_Distance_m,Direction_deg,Brake_Turn_Status
20,77,-52,brake_next_turn_self
26,11,-20,none_none
31,122,-32,none_next_brake_self
61,91,47,none_next_brake_self
45,100,-53,brake_next_brake_self
43,89,-39,none_none
60,75,6,none_next_brake_self
37,57,-2,none_next_brake_self
48,109,-54,none_none
38,122,-59,brake_next_brake_self
45,63,59,none_none
30,118,19,none_next_turn_self
12,74,-16,none_none
37,68,-4,none_next_turn_self
79,58,-28,brake_next_brake_self
62,27,-19,brake_next_brake_self
63,0,18,none_none
72,31,46,none_none
41,65,-38,none_next_brake_self
44,48,41,none_none
29,57,-45,none_next_turn_self
34,125,-34,none_none
53,44,-56,none_none
71,57,-43,none_none
37,17,50,none_none
32,6,-5,none_none
40,98,-51,brake_next_turn_self
53,72,55,none_none
19,97,45,none_none
13,19,31,none_none
30,73,52,none_next_turn_self
22,32,-34,brake_next_brake_self
31,29,40,none_none
37,1,23,none_none
32,17,44,none_next_brake_self
80,39,36,none_next_brake_self
46,15,-18,none_none
46,125,33,none_next_brake_self
54,39,-29,none_next_brake_self
23,17,-21,brake_next_brake_self
66,25,-47,none_none
38,75,52,none_none
55,8,-25,brake_next_brake_self
23,110,2,none_none
18,122,-13,none_none
59,31,55,brake_next_brake_self
48,57,-20,none_next_brake_self
25,3,33,none_none
26,81,43,none_next_brake_self
69,53,-8,none_none
22,34,-15,none_next_brake_self
88,26,30,brake_next_turn_self
25,83,50,none_none
54,53,31,none_next_brake_self
34,23,-33,none_none
53,88,47,brake_next_brake_self
30,72,-13,none_next_brake_self
36,109,9,none_next_brake_self
40,15,40,brake_next_turn_self
24,100,-37,none_next_brake_self
57,86,34,brake_next_turn_self
31,15,12,none_next_turn_self
35,88,47,none_none
24,56,-39,brake_next_brake_self
11,120,-10,none_none
36,18,40,brake_next_turn_self
129,82,-58,none_next_brake_self
58,49,-47,none_none
39,122,59,none_next_brake_self
35,42,-26,none_next_turn_self
40,122,57,brake_next_brake_self
52,114,-38,none_none
22,34,-17,none_none
68,102,30,brake_next_brake_self
56,126,19,none_next_brake_self
56,32,10,none_none
49,55,4,none_next_turn_self
40,66,41,brake_next_brake_self
55,37,-32,none_next_brake_self
53,2,-7,none_next_brake_self
33,28,-41,none_next_turn_self
30,36,12,none_none
42,56,-30,none_next_brake_self
84,22,-20,none_next_brake_self
21,111,-3,none_none
19,90,-57,none_next_turn_self
43,11,-49,none_next_turn_self
41,83,22,none_next_brake_self
43,83,-9,none_none
45,121,44,none_next_turn_self
35,0,23,none_next_brake_self
82,31,-59,none_none
18,118,14,none_none
26,118,-49,none_none
38,92,34,none_next_turn_self
18,97,59,none_next_brake_self
36,12,4,brake_next_turn_self
89,65,22,none_next_brake_self
40,29,-32,none_none
44,23,-7,none_next_brake_self
21,103,43,none_none
29,17,-40,brake_next_brake_self
33,60,-28,none_next_turn_self
34,119,-7,none_none
74,24,25,none_next_turn_self
52,124,-15,none_none
23,126,51,none_none
45,71,-49,brake_next_brake_self
50,22,-16,brake_next_brake_self
69,40,25,brake_next_brake_self
86,54,-33,none_none
24,39,19,none_next_brake_self
26,36,-40,none_none
21,123,-53,none_next_brake_self
35,19,-45,none_none
50,93,52,none_none
64,0,6,none_next_turn_self
38,76,36,none_next_turn_self
34,116,-20,brake_next_brake_self
43,37,11,none_next_brake_self
26,24,-1,none_next_turn_self
110,83,53,none_next_brake_self
18,91,30,none_none
43,87,28,none_none
106,41,-54,none_none
40,32,6,none_next_brake_self
36,121,-4,none_none
33,117,51,none_next_brake_self
36,58,-29,none_next_brake_self
77,107,-28,none_next_brake_self
13,57,-11,brake_next_brake_self
84,54,-31,none_next_brake_self
20,20,-44,none_next_brake_self
35,54,43,none_none
32,68,7,none_next_brake_self
53,3,43,none_none
18,56,40,none_next_brake_self
50,99,-26,brake_next_turn_self
106,86,6,none_next_turn_self
20,81,-50,none_none
43,116,50,brake_next_brake_self
29,2,-11,none_next_brake_self
49,71,-13,none_next_brake_self
40,100,-24,none_next_brake_self
29,69,-5,none_none
50,41,-30,none_next_turn_self
96,17,-15,brake_next_turn_self
36,113,36,none_none
56,60,40,none_next_brake_self
21,112,-23,none_none
25,74,-4,none_none
50,86,45,none_none
82,102,-54,none_next_turn_self
47,84,47,none_none
34,51,-34,none_next_brake_self
39,65,21,none_none
21,102,10,none_next_brake_self
53,47,6,none_next_brake_self
61,49,43,none_none
32,12,-48,brake_next_brake_self
31,116,-18,none_none
45,12,5,none_none
32,82,37,none_next_turn_self
38,52,-34,none_next_turn_self
110,52,36,none_next_brake_self
35,86,-12,none_none
33,9,-37,brake_next_brake_self
29,75,31,none_none
57,98,-49,none_none
36,105,2,none_none
29,22,-52,none_none
75,114,-17,none_none
79,83,12,brake_next_brake_self
29,112,7,none_next_brake_self
16,62,-11,brake_next_brake_self
65,69,-9,none_none
28,117,-33,none_none
58,114,-5,none_none
15,57,54,none_none
61,35,42,none_next_turn_self
22,50,-43,brake_next_brake_self
57,49,-56,none_next_brake_self
40,36,52,brake_next_brake_self
25,34,3,none_none
32,109,5,brake_next_turn_self
55,9,34,none_none
42,86,-22,none_none
53,22,-2,none_next_brake_self
104,44,56,brake_next_brake_self
18,8,21,none_next_brake_self
87,34,-42,none_next_brake_self
42,98,-44,none_none
25,112,-35,brake_next_brake_self
20,28,32,none_none
36,59,-25,none_none
62,60,-57,brake_next_turn_self
37,111,53,none_none
83,97,-40,none_none
19,65,-59,none_none
39,85,-32,brake_next_turn_self
21,108,-32,brake_next_turn_self
47,1,-9,none_next_brake_self
61,51,50,none_next_brake_self
32,115,46,none_none
11,94,-5,none_none
44,69,-11,none_none
49,67,7,brake_next_brake_self
48,44,-31,brake_next_brake_self
72,66,-54,none_none
23,83,53,none_next_brake_self
55,53,-38,none_next_brake_self
71,91,-36,none_next_turn_self
16,109,-3,brake_next_brake_self
46,20,-1,none_none
31,57,-58,none_next_brake_self
38,52,-42,none_none
47,87,-15,none_none
31,32,22,brake_next_turn_self
28,81,-33,none_none
40,111,-9,none_next_turn_self
23,53,7,none_none
23,116,47,brake_next_turn_self
55,126,-21,none_none
22,13,-44,none_next_brake_self
55,30,-1,none_none
50,121,30,none_none
17,122,-47,none_next_turn_self
28,12,-9,none_none
71,2,-58,none_next_brake_self
24,20,-56,brake_next_turn_self
31,126,-2,none_none
50,23,-24,none_none
58,64,41,none_next_brake_self
35,108,12,none_next_turn_self
29,3,-6,none_none
79,77,-11,none_none
93,35,0,brake_next_brake_self
64,110,-55,brake_next_turn_self
41,36,47,none_none
27,87,60,none_none
26,86,-38,none_none
51,28,-46,none_next_brake_self
49,4,-43,none_none
78,52,19,none_none
54,37,19,none_next_brake_self
19,103,42,none_next_turn_self
66,102,30,none_none
24,58,-6,none_next_turn_self
33,77,14,none_none
45,77,23,none_none
105,105,2,none_none
180,54,-3,none_none
53,35,17,none_next_turn_self
36,34,7,none_next_brake_self
51,68,17,none_none
61,57,14,none_next_turn_self
34,56,26,none_next_brake_self
95,12,17,none_next_turn_self
44,91,2,brake_next_brake_self
50,27,22,none_none
55,25,-6,none_next_brake_self
49,52,-31,none_next_brake_self
60,29,-60,none_none
29,74,7,none_none
30,47,11,none_none
23,57,57,none_none
49,68,-17,none_none
58,26,-13,none_none
49,20,-36,none_none
90,112,-52,none_none
39,55,33,brake_next_turn_self
55,52,-30,none_none
23,5,13,none_next_brake_self
33,63,23,none_next_turn_self
56,70,-3,brake_next_brake_self
60,71,45,none_next_turn_self
34,90,-7,none_none
38,23,-26,none_none
19,32,48,none_none
33,103,43,none_none
61,120,-40,none_next_brake_self
52,17,-57,none_none
51,63,-49,none_next_brake_self
40,27,-26,none_none
40,8,57,brake_next_turn_self
29,41,7,none_next_turn_self
56,18,-15,none_none
49,90,47,none_none
50,68,-6,none_none
30,18,-22,none_none
14,1,53,brake_next_turn_self
68,103,42,none_none
31,22,41,none_none
26,77,1,brake_next_brake_self
56,43,35,brake_next_brake_self
33,74,-38,brake_next_brake_self
66,40,9,none_none
53,11,58,brake_next_brake_self
55,28,-25,none_next_brake_self
20,24,35,none_next_brake_self
72,54,-1,none_next_turn_self
45,84,-55,none_none
33,34,32,none_none
42,2,-40,none_next_turn_self
16,66,16,none_next_brake_self
48,77,-50,none_next_brake_self
24,122,54,none_none
20,75,-25,none_next_brake_self
19,60,-33,none_next_brake_self
68,73,-45,none_none
29,118,54,none_next_brake_self
84,105,25,none_none
30,41,29,none_next_brake_self
17,30,0,none_none
23,33,-3,brake_next_brake_self
72,64,-47,none_next_brake_self
37,94,7,none_next_brake_self
30,64,-30,none_none
43,9,57,none_none
51,92,36,none_next_brake_self
68,102,-10,none_none
80,37,-42,none_none
33,84,34,none_none
21,54,-45,none_none
32,113,-37,brake_next_brake_self
45,107,-35,none_none
25,67,7,none_next_turn_self
25,88,34,brake_next_brake_self
47,112,-22,none_next_brake_self
39,63,-50,none_none
40,40,-4,none_none
27,96,30,none_none
35,28,-33,none_none
25,49,-34,none_none
61,110,54,brake_next_brake_self
66,92,54,none_next_brake_self
16,51,59,brake_next_brake_self
25,27,37,brake_next_brake_self
19,45,-37,brake_next_turn_self
29,36,-35,none_next_turn_self
38,22,-19,none_none
19,94,-22,none_none
25,32,55,none_none
24,58,35,none_none
44,49,27,none_next_turn_self
41,125,-38,none_none
28,50,49,none_next_brake_self
43,10,39,none_next_brake_self
30,11,-40,none_none
35,75,45,none_next_brake_self
90,76,-27,none_next_turn_self
76,53,-50,none_next_brake_self
21,55,19,none_none
59,7,18,none_none
59,66,-49,brake_next_brake_self
22,64,-22,none_none
59,19,59,brake_next_brake_self
84,13,21,none_next_brake_self
23,16,28,brake_next_turn_self
25,13,-34,none_none
65,77,-51,brake_next_brake_self
45,25,-27,none_next_turn_self
52,32,-30,none_next_brake_self
47,22,-32,brake_next_brake_self
48,122,-37,none_none
21,109,9,brake_next_turn_self
66,29,-21,none_next_brake_self
70,42,38,none_next_brake_self
35,27,-38,none_next_turn_self
39,62,-4,none_none
19,2,-58,brake_next_brake_self
51,85,-2,none_next_brake_self
52,66,-53,none_next_brake_self
38,114,57,none_next_brake_self
69,21,35,none_none
34,102,-1,none_none
52,101,-50,none_none
24,16,11,none_next_brake_self
39,51,31,none_none
36,22,-37,none_none
44,32,8,none_none
33,33,38,none_none
37,71,32,none_none
59,52,36,none_next_turn_self
32,120,46,none_next_brake_self
18,16,53,none_none
93,124,-11,brake_next_turn_self
78,29,8,none_none
21,98,35,none_none
55,43,24,none_none
31,18,59,none_next_turn_self
45,109,-58,brake_next_turn_self
46,39,-17,brake_next_brake_self
35,84,-26,none_none
27,72,-29,none_none
28,60,-33,none_none
25,63,25,brake_next_brake_self
26,93,-50,none_none
38,11,29,none_none
28,85,23,none_next_brake_self
55,114,-30,none_none
82,7,-30,none_none
30,18,15,none_none
44,91,31,none_none
50,56,45,brake_next_brake_self
50,51,42,none_next_turn_self
41,17,56,none_none
57,64,10,none_none
50,16,49,none_none
21,61,37,none_none
60,97,47,none_next_turn_self
61,33,-59,none_none
27,61,56,none_next_brake_self
40,126,-3,none_next_brake_self
55,87,36,none_next_brake_self
36,107,-45,none_none
67,53,-12,none_none
125,98,-27,none_next_brake_self
27,5,-25,brake_next_brake_self
20,16,-45,none_none
46,26,37,none_none
56,51,-59,none_none
35,107,-22,none_next_brake_self
80,44,-39,brake_next_brake_self
20,83,11,none_next_turn_self
55,90,-29,brake_next_brake_self
29,74,-29,none_next_brake_self
92,45,-1,brake_next_brake_self
105,73,18,none_next_brake_self
27,43,-45,brake_next_brake_self
30,11,-39,none_none
60,126,-30,none_next_brake_self
33,16,57,none_next_brake_self
39,9,-12,none_none
40,112,12,none_none
15,38,-31,none_none
39,83,-1,none_none
28,42,-51,none_none
31,50,-56,none_none
80,33,-4,none_none
21,44,-12,none_none
59,52,-44,none_next_turn_self
34,91,23,none_next_brake_self
34,65,59,none_none
58,120,-13,none_next_turn_self
47,5,15,none_none
52,64,56,brake_next_brake_self
63,74,40,none_next_brake_self
34,117,-4,none_none
29,6,28,none_next_brake_self
23,73,-45,none_none
26,108,1,none_none
167,31,-27,none_none
73,111,-41,none_next_turn_self
20,2,-9,none_none
21,93,-44,none_none
50,119,24,none_none
52,83,-5,none_none
52,56,4,none_none
35,6,-42,none_none
37,117,-43,none_none
46,60,10,brake_next_brake_self
41,4,58,brake_next_brake_self
13,88,-48,none_next_brake_self
35,61,-26,none_next_brake_self
26,16,44,none_none
43,27,-51,brake_next_turn_self
170,8,45,none_none
47,73,3,none_next_brake_self
34,79,-11,none_next_brake_self
62,64,-23,none_next_brake_self
50,104,-24,none_next_turn_self
49,109,-23,brake_next_brake_self
53,78,46,brake_next_brake_self
108,2,27,none_none
23,88,20,brake_next_turn_self
50,53,36,none_next_brake_self
25,72,-29,none_none
52,82,14,brake_next_brake_self
25,44,-5,none_next_brake_self
32,116,34,brake_next_brake_self
34,17,-23,none_next_brake_self
64,85,17,none_none
62,1,46,brake_next_brake_self
21,117,-12,none_none
41,14,-52,none_none
28,12,2,brake_next_brake_self
21,42,-18,none_none
36,47,21,none_next_brake_self
34,27,54,brake_next_brake_self
129,74,-2,brake_next_brake_self
49,56,-4,none_next_brake_self
20,4,19,none_none
30,41,-48,none_next_brake_self
65,103,-30,none_none
110,88,50,none_none
18,92,20,none_next_brake_self
16,89,-58,none_none
99,39,-35,none_none
48,13,22,brake_next_brake_self
26,35,32,none_next_brake_self
51,106,41,none_next_brake_self
11,125,-25,none_next_turn_self
40,63,52,none_next_turn_self
46,1,6,none_next_brake_self
62,18,24,none_none
24,41,12,none_none
41,73,-45,none_next_turn_self
25,10,56,brake_next_brake_self
45,120,-45,none_next_turn_self
25,46,-29,none_next_brake_self
32,116,38,none_next_turn_self
24,99,14,none_none
54,96,41,none_next_turn_self
60,77,2,brake_next_brake_self
35,80,-15,none_next_brake_self
40,81,51,none_none
19,80,-56,none_none
34,70,43,none_next_turn_self
39,125,-32,none_next_brake_self
142,93,42,none_next_brake_self
23,99,-43,none_next_turn_self
81,111,10,none_none
64,27,47,none_none
45,11,-3,none_none
93,61,30,none_next_turn_self
47,65,37,none_next_brake_self
48,105,28,none_none
38,56,51,none_next_turn_self
72,72,-6,none_none
68,67,-39,none_next_brake_self
29,5,-54,brake_next_brake_self
21,78,-30,none_none
36,105,-43,brake_next_brake_self
27,20,7,none_next_brake_self
38,75,-38,none_next_brake_self
72,75,-55,none_none
32,21,-56,none_next_turn_self
39,16,40,brake_next_brake_self
41,124,11,none_none
60,50,-17,none_next_brake_self
13,29,47,none_none
29,22,-52,none_next_turn_self
44,85,58,none_none
71,77,14,brake_next_turn_self
31,82,-38,none_none
16,11,21,none_none
54,113,32,none_none
29,49,-8,brake_next_brake_self
22,40,43,none_next_brake_self
29,59,-42,none_none
36,50,-27,brake_next_brake_self
29,110,-49,none_next_brake_self
13,118,-35,none_none
61,39,-31,none_next_brake_self
74,110,50,none_none
54,99,-51,brake_next_brake_self
23,118,-9,none_none
36,31,4,none_next_turn_self
39,73,48,none_next_turn_self
53,35,60,none_none
55,105,30,brake_next_brake_self
28,1,56,none_none
41,72,34,none_none
49,43,56,none_next_brake_self
81,41,25,none_none
56,82,-50,none_next_brake_self
58,108,-12,none_none
41,77,18,none_next_brake_self
79,108,-18,none_none
48,34,-27,none_none
26,66,9,brake_next_brake_self
79,57,52,none_none
56,1,-56,brake_next_turn_self
32,71,32,none_next_brake_self
31,84,27,brake_next_turn_self
46,75,56,brake_next_brake_self
50,94,52,brake_next_turn_self
44,73,31,none_next_turn_self
46,8,2,none_next_turn_self
91,15,-35,none_next_turn_self
67,76,5,none_next_brake_self
43,35,32,none_none
63,10,47,none_none
24,55,35,none_next_brake_self
48,70,-37,none_none
96,42,12,none_none
35,91,-20,none_none
26,82,-59,none_next_brake_self
29,42,-36,brake_next_brake_self
23,96,-46,none_none
27,82,41,none_none
33,81,-29,brake_next_brake_self
20,70,-26,none_next_brake_self
40,1,55,none_none
61,88,-15,none_none
25,48,-59,none_none
83,120,-26,brake_next_brake_self
51,104,-46,none_next_brake_self
65,75,-48,brake_next_brake_self
29,32,-51,none_next_brake_self
60,26,11,brake_next_brake_self
23,43,-37,none_none
61,61,-17,none_next_turn_self
43,38,43,none_none
52,65,-9,brake_next_brake_self
22,21,50,none_next_brake_self
25,124,0,none_next_brake_self
53,14,-12,none_next_brake_self
25,118,30,none_none
50,116,-51,none_next_brake_self
20,67,-49,brake_next_turn_self
60,92,18,brake_next_brake_self
21,55,-2,brake_next_brake_self
52,80,35,none_none
54,43,50,none_next_brake_self
28,38,-13,none_none
53,73,12,none_none
45,63,0,brake_next_brake_self
30,74,58,brake_next_brake_self
24,36,40,none_none
15,47,49,none_none
47,11,-29,none_next_brake_self
18,7,33,brake_next_brake_self
41,32,-28,brake_next_brake_self
35,9,-35,none_next_brake_self
55,13,53,brake_next_brake_self
34,103,-58,none_next_brake_self
34,5,56,none_next_brake_self
57,84,-42,brake_next_brake_self
47,35,38,brake_next_brake_self
46,111,-27,none_none
50,62,-18,none_next_turn_self
18,39,-34,none_none
57,66,10,none_next_brake_self
53,49,-18,none_none
24,72,19,brake_next_turn_self
35,15,-58,none_none
39,127,-52,brake_next_brake_self
37,54,-48,brake_next_brake_self
47,44,-10,none_none
80,90,38,none_next_turn_self
67,46,47,none_none
21,106,-31,none_next_brake_self
54,58,9,none_next_brake_self
76,91,32,none_next_brake_self
48,14,-25,none_none
67,107,-11,none_next_turn_self
106,93,3,none_none
65,27,-44,brake_next_brake_self
45,18,-57,none_none
66,40,-42,none_next_brake_self
42,124,15,brake_next_turn_self
40,33,-51,none_next_turn_self
33,58,-37,none_next_turn_self
85,4,-19,brake_next_brake_self
26,50,-51,brake_next_turn_self
84,73,-37,none_next_brake_self
50,121,49,none_next_brake_self
20,66,-58,none_next_brake_self
47,104,18,brake_next_brake_self
14,69,-14,brake_next_brake_self
54,5,21,none_none
61,40,11,none_none
30,73,-33,none_next_turn_self
42,121,42,none_none
103,109,-1,none_none
31,29,39,brake_next_brake_self
23,28,-11,brake_next_brake_self
82,26,58,none_none
103,117,32,none_none
40,108,56,none_none
65,98,2,none_none
76,50,-3,none_next_brake_self
27,64,31,brake_next_brake_self
31,59,46,brake_next_turn_self
72,32,56,brake_next_brake_self
90,64,-21,brake_next_turn_self
52,4,36,none_next_brake_self
26,17,-35,brake_next_brake_self
104,113,5,brake_next_turn_self
30,95,-38,none_next_brake_self
33,54,-18,none_next_brake_self
47,66,52,none_next_brake_self
85,47,-42,none_next_brake_self
60,94,16,none_none
48,100,11,none_none
50,97,-46,brake_next_brake_self
40,92,-21,brake_next_brake_self
52,26,8,none_none
11,43,-38,none_next_turn_self
34,60,36,none_none
44,42,57,brake_next_turn_self
22,96,-34,none_none
48,42,-38,none_none
36,18,-5,none_none
93,51,30,brake_next_brake_self
85,124,-26,none_none
31,29,-58,none_none
37,78,5,none_none
38,55,55,brake_next_brake_self
32,9,-13,none_none
43,62,-10,brake_next_brake_self
27,89,56,none_next_brake_self
23,65,23,none_next_turn_self
54,111,26,none_next_brake_self
54,37,8,none_none
27,11,57,none_none
61,119,23,brake_next_brake_self
29,48,47,none_none
45,73,24,none_none
59,101,28,brake_next_turn_self
39,41,-25,none_none
49,91,-24,none_next_brake_self
31,17,34,none_next_brake_self
36,37,-24,none_next_brake_self
36,18,8,none_next_brake_self
27,103,-30,brake_next_brake_self
36,28,38,none_none
18,91,-47,none_none
31,120,40,none_next_turn_self
34,67,12,none_next_brake_self
35,69,-38,none_next_turn_self
35,59,5,none_next_brake_self
38,41,-26,none_next_brake_self
50,60,-21,none_next_brake_self
61,77,-18,none_next_brake_self
29,125,-52,brake_next_turn_self
22,119,58,none_next_turn_self
24,109,-56,none_none
31,113,19,brake_next_turn_self
33,59,-15,brake_next_brake_self
27,83,18,none_next_brake_self
21,114,-17,none_none
32,50,21,none_none
43,122,28,none_none
53,53,23,none_none
30,76,-46,none_next_brake_self
32,90,19,none_none
25,121,-26,none_next_brake_self
39,31,-57,none_next_brake_self
26,95,-10,none_none
52,66,-8,none_next_brake_self
16,34,-4,none_none
33,99,25,none_next_brake_self
46,70,-23,none_none
43,84,-22,none_next_brake_self
147,41,-53,brake_next_brake_self
47,61,22,none_none
24,78,8,none_none
38,51,-18,none_none
16,25,25,none_none
38,122,4,none_none
26,65,-4,none_next_turn_self
62,93,1,brake_next_brake_self
30,52,16,brake_next_turn_self
37,45,19,none_next_brake_self
29,52,-25,none_none
93,52,-43,brake_next_turn_self
34,69,-41,none_none
97,69,17,none_next_turn_self
59,63,45,none_none
50,17,-11,brake_next_brake_self
47,63,-40,none_next_brake_self
48,21,31,none_none
15,16,40,none_next_brake_self
34,118,46,none_next_brake_self
60,77,13,brake_next_turn_self
39,84,43,brake_next_brake_self
20,51,-58,none_next_brake_self
38,115,-47,none_none
91,81,-49,none_next_brake_self
73,98,26,none_next_turn_self
38,47,-52,brake_next_brake_self
63,122,0,none_none
33,104,-3,none_none
17,108,-23,brake_next_brake_self
25,22,44,none_next_brake_self
85,34,-40,brake_next_brake_self
35,36,-18,none_none
35,34,33,none_none
34,109,-56,none_none
100,4,21,none_next_brake_self
88,10,38,none_next_brake_self
117,35,52,brake_next_turn_self
37,25,45,none_next_brake_self
46,29,-22,none_next_turn_self
19,101,10,brake_next_brake_self
81,72,-51,none_none
22,1,-29,none_next_turn_self
44,55,-49,none_none
23,52,-22,none_next_brake_self
30,14,45,none_none
26,86,-18,none_none
29,89,7,none_none
30,92,-8,none_none
30,93,-5,none_none
59,0,56,none_next_turn_self
23,121,-24,brake_next_turn_self
44,103,15,none_none
72,115,-10,none_none
31,2,-53,none_none
28,119,-1,none_next_turn_self
35,103,38,none_next_brake_self
70,106,-48,none_none
43,12,-52,none_none
30,94,-42,brake_next_turn_self
50,122,32,none_next_brake_self
23,86,27,none_next_turn_self
55,72,8,brake_next_turn_self
48,120,-4,brake_next_brake_self
34,56,47,none_next_brake_self
26,76,32,none_none
26,60,37,brake_next_brake_self
51,118,38,none_next_brake_self
72,10,17,none_none
29,64,-5,none_none
49,87,44,none_none
14,101,51,none_next_brake_self
30,74,-57,none_none
39,115,-54,brake_next_brake_self
25,120,55,none_none
25,8,-27,none_none
28,51,45,none_next_brake_self
46,3,-13,none_next_turn_self
36,42,-46,brake_next_brake_self
13,68,-50,none_none
14,116,-41,none_next_brake_self
29,108,-30,none_none
49,16,-1,brake_next_turn_self
10,12,24,brake_next_turn_self
31,75,58,none_none
30,68,-7,none_none
78,34,2,none_none
33,114,3,none_next_brake_self
48,118,5,brake_next_turn_self
42,51,2,none_next_turn_self
14,113,-59,none_next_turn_self
58,49,-60,brake_next_turn_self
44,94,-48,none_none
51,60,-48,none_next_brake_self
255,16,25,brake_next_turn_self
14,118,-35,none_next_brake_self
92,58,47,none_next_turn_self
34,93,51,none_none
45,47,57,none_next_turn_self
39,2,53,none_next_turn_self
32,13,-27,brake_next_brake_self
30,63,1,none_none
46,88,-39,none_none
19,43,37,none_none
57,88,47,brake_next_brake_self
32,89,42,none_next_turn_self
23,89,-8,none_none
32,63,31,none_none
73,116,-48,none_none
30,62,-55,none_none
47,57,30,brake_next_brake_self
28,25,-9,none_none
57,39,59,none_none
55,5,-48,none_none
98,80,43,none_next_brake_self
36,32,-2,none_next_brake_self
55,39,39,none_next_brake_self
41,98,38,brake_next_brake_self
75,42,50,none_next_brake_self
28,31,-24,none_none
57,21,54,brake_next_brake_self
36,98,-42,brake_next_turn_self
38,16,-50,brake_next_brake_self
41,58,-8,none_next_brake_self
45,64,39,none_none
37,87,-3,brake_next_turn_self
44,80,40,brake_next_brake_self
86,103,28,none_none
64,6,-35,none_none
60,38,54,brake_next_brake_self
32,36,-53,none_none
25,19,48,none_none
63,37,-23,none_none
61,39,0,none_next_turn_self
81,66,-9,none_none
29,84,-39,brake_next_brake_self
35,48,-17,none_next_brake_self
18,91,-37,none_next_brake_self
33,43,-36,none_next_brake_self
64,37,-38,none_none
31,69,-1,none_next_turn_self
54,3,36,brake_next_brake_self
36,10,8,none_next_brake_self
46,53,47,none_next_brake_self
22,120,16,none_none
41,92,23,none_none
9,11,20,none_none
36,107,-6,none_none
18,93,23,none_none
71,78,-52,none_none
58,104,43,none_next_brake_self
50,51,33,none_none
83,28,-31,none_none
25,65,32,none_none
93,70,-58,none_none
62,68,-34,none_none
35,72,-52,none_none
69,120,34,none_none
23,115,31,brake_next_turn_self
26,111,38,none_next_turn_self
29,102,-59,none_next_turn_self
30,120,0,none_next_brake_self
23,13,25,none_none
72,34,-41,none_none
35,63,18,none_none
47,108,-50,none_none
30,64,-38,none_next_brake_self
16,95,-3,none_none
45,18,18,none_next_turn_self
15,32,-42,none_next_brake_self
38,93,-38,brake_next_turn_self
20,21,-35,none_none
104,45,-31,none_none
62,34,-33,none_none
42,44,-13,none_next_turn_self
73,90,18,brake_next_turn_self
26,47,-7,none_next_brake_self
52,71,33,none_next_brake_self
44,13,26,none_none
45,102,-45,brake_next_brake_self
74,47,-54,none_none
57,82,45,none_none
46,92,-50,none_none
17,27,-42,none_next_turn_self
25,112,-57,none_none
37,78,15,none_next_brake_self
41,54,10,brake_next_brake_self
23,23,58,none_next_brake_self
128,120,46,none_none
83,96,-11,brake_next_brake_self
53,26,-15,none_next_turn_self
41,43,-24,brake_next_brake_self
36,103,-42,none_next_brake_self
25,88,-43,brake_next_brake_self
41,97,-44,none_none
45,56,-46,none_none
21,91,-31,none_none
47,49,-23,none_none
37,27,55,none_none
15,80,9,none_next_turn_self
26,124,59,none_none
32,39,-15,none_next_turn_self
99,59,-5,none_next_turn_self
52,86,-21,none_none
20,69,-38,none_none
50,107,-43,none_none
18,97,53,none_none
67,7,58,brake_next_turn_self
31,127,-55,none_none
38,96,-42,brake_next_turn_self
76,110,-9,none_next_turn_self
21,83,-38,none_none
20,109,-16,none_none
30,14,-45,brake_next_brake_self
66,44,-5,brake_next_brake_self
19,111,-27,brake_next_brake_self
10,26,-18,none_next_brake_self
32,10,-49,none_none
52,100,-9,none_none
71,106,58,none_none
31,21,-21,none_none
32,109,45,none_next_brake_self
70,87,41,brake_next_brake_self
16,66,54,brake_next_brake_self
33,105,35,none_none
43,53,19,none_none
49,25,43,none_none
31,36,-51,none_next_brake_self
40,64,-4,none_next_brake_self
11,67,59,none_none
29,102,32,brake_next_brake_self
49,101,55,none_none
24,74,34,none_next_brake_self
41,99,45,brake_next_brake_self
49,24,25,none_none
33,6,31,none_next_brake_self
43,111,3,none_none
25,10,51,none_none
36,31,39,none_next_turn_self
53,88,41,none_none
43,52,21,none_next_turn_self
30,111,-23,none_next_brake_self
44,38,-56,none_none
56,2,52,none_next_turn_self
14,38,10,brake_next_brake_self
70,73,-24,none_none
33,48,-42,none_next_turn_self
49,68,40,none_none
71,111,40,none_none
20,116,38,none_next_brake_self
28,34,17,none_next_turn_self
34,59,-16,none_next_brake_self
27,70,-24,none_next_brake_self
92,121,-59,none_none
26,127,40,none_none
30,30,-50,brake_next_brake_self
44,92,16,none_none
22,48,0,none_none
33,1,3,none_none
46,1,51,none_none
34,58,-56,none_none
38,62,33,none_next_brake_self
30,3,-54,none_next_brake_self
19,87,-55,none_none
46,37,-8,none_next_turn_self
93,71,-52,none_next_turn_self
40,38,35,none_none
44,21,4,none_none
55,52,-57,none_next_brake_self
21,29,-55,brake_next_brake_self
91,68,14,none_next_brake_self
44,25,37,none_next_turn_self
88,65,-7,none_next_brake_self
28,20,7,none_next_turn_self
96,85,36,brake_next_brake_self
58,96,13,none_next_turn_self
52,14,-33,none_next_brake_self
44,59,14,none_next_turn_self
35,9,15,none_next_brake_self
71,76,28,none_next_brake_self
42,34,15,none_none
15,67,56,brake_next_turn_self
23,66,-36,none_none
36,117,54,none_none
46,70,5,none_next_turn_self
